ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster,Segment
465728,Male,No,45,Yes,,1.0,Low,1.0,3,🏠 Homemakers & Seniors
465733,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,0,💎 High Value Professionals
465734,Male,Yes,38,Yes,Artist,0.0,Low,3.0,0,💎 High Value Professionals
465736,Female,No,38,Yes,Artist,8.0,Low,2.0,3,🏠 Homemakers & Seniors
465737,Female,Yes,48,Yes,Engineer,7.0,Low,3.0,3,🏠 Homemakers & Seniors
465740,Female,No,71,Yes,Doctor,0.0,Low,1.0,3,🏠 Homemakers & Seniors
465742,Female,Yes,46,Yes,Artist,3.0,Low,3.0,0,💎 High Value Professionals
465751,Female,Yes,46,Yes,Artist,9.0,Low,2.0,3,🏠 Homemakers & Seniors
465753,Female,Yes,49,Yes,Artist,7.0,Low,2.0,3,🏠 Homemakers & Seniors
465766,Male,Yes,43,No,Entertainment,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
465768,Female,No,38,Yes,Artist,6.0,Low,4.0,3,🏠 Homemakers & Seniors
465769,Male,No,25,Yes,Healthcare,8.0,Low,4.0,3,🏠 Homemakers & Seniors
465772,Female,Yes,46,Yes,Engineer,0.0,Low,4.0,0,💎 High Value Professionals
465775,Female,No,28,Yes,Engineer,9.0,Low,3.0,3,🏠 Homemakers & Seniors
465776,Female,No,41,Yes,Entertainment,5.0,Low,4.0,3,🏠 Homemakers & Seniors
465777,Female,No,32,Yes,Artist,9.0,Low,5.0,3,🏠 Homemakers & Seniors
465784,Female,No,21,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
465788,Male,No,22,No,Healthcare,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
465793,Male,No,27,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
465797,Male,Yes,40,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
465804,Female,Yes,68,No,Engineer,0.0,Low,1.0,2,🌱 Young Starters
465809,Female,No,25,No,Homemaker,1.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
465811,Male,No,28,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
465813,Male,No,28,No,Marketing,2.0,Low,8.0,1,👨‍👩‍👧 Family Oriented
465818,Male,No,27,No,Entertainment,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
465823,Male,Yes,67,No,Entertainment,5.0,Average,4.0,0,💎 High Value Professionals
465826,Male,Yes,46,No,Executive,4.0,Low,9.0,1,👨‍👩‍👧 Family Oriented
465828,Female,No,33,No,Entertainment,8.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
465829,Female,Yes,40,Yes,Doctor,6.0,Average,3.0,0,💎 High Value Professionals
465830,Female,Yes,48,No,,5.0,Average,7.0,1,👨‍👩‍👧 Family Oriented
465831,Male,Yes,42,No,Executive,0.0,High,5.0,0,💎 High Value Professionals
465837,Male,No,56,Yes,,1.0,Low,1.0,2,🌱 Young Starters
465841,Female,No,51,Yes,Engineer,3.0,Low,1.0,3,🏠 Homemakers & Seniors
465848,Female,No,27,Yes,Healthcare,0.0,Low,1.0,3,🏠 Homemakers & Seniors
465849,Female,No,25,Yes,Doctor,7.0,Low,3.0,3,🏠 Homemakers & Seniors
465851,Female,Yes,51,No,Artist,9.0,High,2.0,0,💎 High Value Professionals
465853,Female,Yes,26,Yes,Healthcare,,Average,2.0,0,💎 High Value Professionals
465857,Female,No,35,Yes,Doctor,0.0,Low,1.0,3,🏠 Homemakers & Seniors
465860,Female,,25,Yes,Doctor,1.0,Low,3.0,0,💎 High Value Professionals
465863,Male,No,30,No,Healthcare,6.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
465865,Female,No,41,Yes,Healthcare,9.0,Low,1.0,3,🏠 Homemakers & Seniors
465866,Male,Yes,42,Yes,Artist,6.0,Low,3.0,0,💎 High Value Professionals
465867,Female,Yes,40,Yes,Artist,8.0,High,5.0,0,💎 High Value Professionals
465873,Male,No,36,Yes,Entertainment,13.0,Low,1.0,3,🏠 Homemakers & Seniors
465875,Female,No,39,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
465884,Male,Yes,40,Yes,Executive,7.0,High,3.0,0,💎 High Value Professionals
465893,Female,Yes,40,Yes,Engineer,1.0,Average,2.0,0,💎 High Value Professionals
465894,Male,No,28,Yes,Artist,9.0,Low,6.0,3,🏠 Homemakers & Seniors
465907,Female,No,31,Yes,Marketing,8.0,Low,,3,🏠 Homemakers & Seniors
465916,Male,No,41,Yes,Artist,4.0,Low,1.0,3,🏠 Homemakers & Seniors
465923,Female,No,28,Yes,Engineer,9.0,Low,5.0,3,🏠 Homemakers & Seniors
465925,Male,No,30,Yes,Healthcare,1.0,Low,1.0,3,🏠 Homemakers & Seniors
465927,Female,No,30,Yes,Healthcare,1.0,Low,1.0,3,🏠 Homemakers & Seniors
465930,Female,No,38,Yes,Artist,9.0,Low,2.0,3,🏠 Homemakers & Seniors
465931,Male,Yes,43,Yes,Artist,7.0,Low,1.0,3,🏠 Homemakers & Seniors
465935,Male,No,29,Yes,Entertainment,9.0,Low,1.0,3,🏠 Homemakers & Seniors
465937,Female,No,30,Yes,Healthcare,9.0,Low,3.0,3,🏠 Homemakers & Seniors
465941,Male,Yes,27,Yes,Healthcare,0.0,Low,2.0,0,💎 High Value Professionals
465948,Female,Yes,48,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
465953,Female,No,51,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
465957,Female,No,48,Yes,Marketing,0.0,Low,1.0,3,🏠 Homemakers & Seniors
465960,Female,No,28,Yes,Marketing,9.0,Low,1.0,3,🏠 Homemakers & Seniors
465961,Female,No,40,Yes,Artist,3.0,Low,1.0,3,🏠 Homemakers & Seniors
465963,Male,Yes,51,Yes,Artist,1.0,Low,2.0,0,💎 High Value Professionals
465965,Female,Yes,36,No,Marketing,8.0,Low,2.0,3,🏠 Homemakers & Seniors
465972,Female,No,51,Yes,Marketing,9.0,Low,1.0,3,🏠 Homemakers & Seniors
465974,Male,Yes,45,Yes,Executive,5.0,High,4.0,0,💎 High Value Professionals
465975,Male,No,40,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
465976,Male,No,40,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
465979,Male,Yes,41,Yes,Artist,2.0,Low,2.0,0,💎 High Value Professionals
465982,Male,Yes,43,Yes,Entertainment,0.0,Average,4.0,0,💎 High Value Professionals
465983,Male,,21,No,Healthcare,1.0,Low,3.0,0,💎 High Value Professionals
465996,Male,No,23,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
465997,Female,No,31,No,Doctor,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466001,Female,Yes,42,Yes,Entertainment,6.0,Low,2.0,3,🏠 Homemakers & Seniors
466007,Male,Yes,61,No,Artist,0.0,Low,1.0,0,💎 High Value Professionals
466017,Female,Yes,45,Yes,Homemaker,0.0,Low,1.0,3,🏠 Homemakers & Seniors
466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,3,🏠 Homemakers & Seniors
466020,Male,Yes,86,No,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
466022,Female,Yes,67,No,Engineer,,High,3.0,2,🌱 Young Starters
466023,Male,Yes,71,No,Executive,,High,3.0,2,🌱 Young Starters
466024,Female,Yes,43,No,Entertainment,14.0,Low,2.0,3,🏠 Homemakers & Seniors
466032,Male,,28,No,Entertainment,,Low,2.0,0,💎 High Value Professionals
466042,Male,Yes,47,No,Entertainment,0.0,Low,2.0,0,💎 High Value Professionals
466043,Female,Yes,53,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
466046,Female,Yes,36,No,Entertainment,1.0,Average,2.0,0,💎 High Value Professionals
466058,Male,Yes,35,No,Entertainment,1.0,Low,,1,👨‍👩‍👧 Family Oriented
466069,Female,Yes,48,Yes,Artist,1.0,High,4.0,0,💎 High Value Professionals
466071,Female,Yes,60,Yes,Artist,3.0,Low,3.0,0,💎 High Value Professionals
466078,Female,Yes,45,No,Executive,,Low,1.0,3,🏠 Homemakers & Seniors
466079,Female,Yes,42,No,Engineer,0.0,Low,2.0,0,💎 High Value Professionals
466082,Female,Yes,89,Yes,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
466083,Female,No,23,No,Marketing,4.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466084,Male,Yes,46,Yes,Homemaker,11.0,Low,1.0,3,🏠 Homemakers & Seniors
466085,Male,No,22,No,,8.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466088,Female,No,30,No,Healthcare,0.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
466090,Male,Yes,58,Yes,Entertainment,0.0,Low,,0,💎 High Value Professionals
466092,Male,Yes,73,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
466099,Female,Yes,71,Yes,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
466103,Female,Yes,35,No,Engineer,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466109,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,0,💎 High Value Professionals
466111,Male,Yes,84,Yes,Lawyer,0.0,Low,2.0,2,🌱 Young Starters
466114,Male,Yes,47,Yes,Entertainment,1.0,Average,5.0,0,💎 High Value Professionals
466115,Male,Yes,39,No,Executive,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466118,Female,Yes,40,No,Engineer,0.0,Low,3.0,0,💎 High Value Professionals
466124,Female,No,46,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
466128,Male,No,40,Yes,Artist,3.0,Low,2.0,3,🏠 Homemakers & Seniors
466130,Female,No,27,No,Artist,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
466132,Female,No,23,No,Healthcare,4.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466136,Female,No,21,Yes,Artist,1.0,Low,2.0,3,🏠 Homemakers & Seniors
466138,Male,Yes,70,No,Lawyer,2.0,High,2.0,2,🌱 Young Starters
466140,Male,Yes,28,Yes,Entertainment,1.0,Low,2.0,0,💎 High Value Professionals
466141,Female,Yes,58,Yes,Homemaker,1.0,Low,4.0,2,🌱 Young Starters
466142,Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,0,💎 High Value Professionals
466143,Female,Yes,49,No,Engineer,0.0,Average,5.0,0,💎 High Value Professionals
466146,Female,Yes,37,No,Engineer,8.0,Average,3.0,0,💎 High Value Professionals
466148,Male,Yes,39,No,Entertainment,1.0,Average,4.0,0,💎 High Value Professionals
466149,Female,No,28,No,Doctor,2.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466153,Male,Yes,73,No,Entertainment,0.0,Average,2.0,2,🌱 Young Starters
466154,Female,Yes,51,Yes,Artist,1.0,Average,5.0,0,💎 High Value Professionals
466156,Female,Yes,48,Yes,Doctor,8.0,Average,3.0,0,💎 High Value Professionals
466157,Male,Yes,72,Yes,Homemaker,9.0,Low,,2,🌱 Young Starters
466161,Male,Yes,47,No,Artist,1.0,Average,,0,💎 High Value Professionals
466162,Female,Yes,67,Yes,Doctor,0.0,Low,1.0,0,💎 High Value Professionals
466166,Male,Yes,77,Yes,Lawyer,0.0,High,2.0,2,🌱 Young Starters
466172,Male,Yes,46,Yes,Artist,3.0,Average,3.0,0,💎 High Value Professionals
466178,Female,Yes,52,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
466180,Male,Yes,67,No,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
466185,Male,Yes,62,Yes,Doctor,0.0,Average,4.0,0,💎 High Value Professionals
466200,Male,Yes,45,Yes,Doctor,8.0,Average,3.0,0,💎 High Value Professionals
466201,Male,Yes,40,Yes,Doctor,1.0,Average,5.0,0,💎 High Value Professionals
466206,Female,Yes,60,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
466207,Female,Yes,37,Yes,Doctor,8.0,Average,4.0,0,💎 High Value Professionals
466208,Male,Yes,69,No,Executive,2.0,High,1.0,2,🌱 Young Starters
466210,Female,Yes,58,Yes,Artist,1.0,High,4.0,0,💎 High Value Professionals
466211,Male,Yes,52,Yes,Artist,1.0,Low,,0,💎 High Value Professionals
466213,Male,No,20,No,Healthcare,2.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466218,Female,,23,No,Healthcare,6.0,Low,4.0,0,💎 High Value Professionals
466223,Male,Yes,66,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
466225,Male,No,19,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466226,Female,Yes,53,Yes,Artist,0.0,Average,5.0,0,💎 High Value Professionals
466233,Female,Yes,59,Yes,Homemaker,6.0,Low,1.0,3,🏠 Homemakers & Seniors
466235,Female,Yes,61,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
466236,Female,Yes,68,Yes,Engineer,1.0,Low,2.0,0,💎 High Value Professionals
466238,Male,No,20,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466246,Male,No,20,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466247,Female,,49,Yes,Artist,0.0,Low,4.0,0,💎 High Value Professionals
466253,Male,No,19,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466257,Female,No,27,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466264,Male,Yes,32,Yes,,1.0,Low,2.0,2,🌱 Young Starters
466268,Female,Yes,67,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
466271,Male,No,27,No,Entertainment,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466274,Male,Yes,72,Yes,Executive,0.0,Low,,2,🌱 Young Starters
466276,Female,No,32,No,Doctor,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466278,Female,No,28,No,,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466282,Male,Yes,29,Yes,Healthcare,8.0,Low,,3,🏠 Homemakers & Seniors
466285,Female,No,19,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466286,Female,Yes,52,Yes,Artist,1.0,Average,5.0,0,💎 High Value Professionals
466287,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,0,💎 High Value Professionals
466289,Male,No,19,No,Healthcare,3.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466290,Female,No,18,No,Healthcare,5.0,Low,,1,👨‍👩‍👧 Family Oriented
466292,Female,Yes,79,No,Lawyer,1.0,High,2.0,2,🌱 Young Starters
466297,Female,No,19,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466300,Female,Yes,48,Yes,Artist,0.0,Low,3.0,0,💎 High Value Professionals
466301,Male,Yes,52,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
466306,Male,No,23,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466313,Female,Yes,58,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
466315,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,0,💎 High Value Professionals
466317,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,3,🏠 Homemakers & Seniors
466318,Female,No,30,No,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466319,Female,,25,No,Healthcare,0.0,Low,4.0,0,💎 High Value Professionals
466320,Female,No,39,Yes,Engineer,8.0,Low,2.0,3,🏠 Homemakers & Seniors
466321,Male,Yes,43,Yes,Entertainment,3.0,Low,2.0,0,💎 High Value Professionals
466324,Female,No,32,No,Engineer,0.0,Low,1.0,3,🏠 Homemakers & Seniors
466326,Male,No,23,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466335,Female,No,30,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466337,Female,Yes,41,No,Engineer,1.0,Low,2.0,0,💎 High Value Professionals
466341,Male,Yes,49,Yes,Artist,1.0,Average,2.0,0,💎 High Value Professionals
466347,Male,Yes,66,No,Executive,6.0,Low,3.0,2,🌱 Young Starters
466352,Female,Yes,67,Yes,Doctor,1.0,Low,2.0,0,💎 High Value Professionals
466355,Male,No,30,Yes,Healthcare,0.0,Low,2.0,3,🏠 Homemakers & Seniors
466367,Female,No,39,Yes,Doctor,6.0,Low,1.0,3,🏠 Homemakers & Seniors
466370,Female,,52,Yes,Artist,0.0,Low,4.0,0,💎 High Value Professionals
466372,Female,Yes,57,Yes,Artist,0.0,Average,5.0,0,💎 High Value Professionals
466373,Male,Yes,63,Yes,Executive,1.0,High,1.0,2,🌱 Young Starters
466376,Female,Yes,52,No,Homemaker,4.0,High,3.0,2,🌱 Young Starters
466377,Male,Yes,61,Yes,,8.0,Average,2.0,2,🌱 Young Starters
466380,Male,Yes,35,Yes,Entertainment,7.0,Low,2.0,3,🏠 Homemakers & Seniors
466381,Male,Yes,52,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
466382,Female,Yes,45,Yes,Engineer,2.0,High,2.0,0,💎 High Value Professionals
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,0,💎 High Value Professionals
466389,Female,Yes,45,Yes,Engineer,1.0,Average,2.0,0,💎 High Value Professionals
466391,Female,Yes,55,Yes,Engineer,0.0,Average,,0,💎 High Value Professionals
466392,Female,Yes,49,Yes,Engineer,4.0,Average,,0,💎 High Value Professionals
466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
466395,Female,Yes,39,Yes,Doctor,3.0,High,2.0,0,💎 High Value Professionals
466397,Male,No,18,No,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466400,Male,Yes,43,No,Artist,1.0,Average,3.0,0,💎 High Value Professionals
466401,Male,Yes,50,No,Executive,1.0,Average,4.0,0,💎 High Value Professionals
466402,Male,Yes,37,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
466404,Female,No,37,Yes,Engineer,1.0,Low,1.0,3,🏠 Homemakers & Seniors
466406,Male,Yes,63,Yes,Entertainment,0.0,Low,3.0,0,💎 High Value Professionals
466408,Male,Yes,83,Yes,Lawyer,1.0,Low,2.0,2,🌱 Young Starters
466411,Male,Yes,55,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
466414,Male,Yes,71,Yes,Artist,1.0,Low,3.0,0,💎 High Value Professionals
466418,Male,Yes,87,No,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
466419,Female,Yes,49,Yes,Entertainment,2.0,Average,5.0,0,💎 High Value Professionals
466422,Male,Yes,27,No,Doctor,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466427,Female,Yes,25,No,Marketing,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466429,Male,Yes,42,No,Healthcare,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466443,Female,Yes,66,Yes,Artist,4.0,Low,2.0,0,💎 High Value Professionals
466450,Female,No,32,Yes,Healthcare,1.0,Low,1.0,3,🏠 Homemakers & Seniors
466455,Female,Yes,32,Yes,Doctor,4.0,Low,2.0,3,🏠 Homemakers & Seniors
466456,Female,Yes,37,No,Doctor,8.0,Low,1.0,3,🏠 Homemakers & Seniors
466457,Female,Yes,62,,Lawyer,9.0,Low,5.0,3,🏠 Homemakers & Seniors
466463,Female,No,33,Yes,Healthcare,3.0,Low,4.0,3,🏠 Homemakers & Seniors
466464,Female,Yes,45,Yes,Homemaker,2.0,Average,2.0,2,🌱 Young Starters
466466,Female,,18,No,Healthcare,5.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466467,Female,Yes,37,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
466468,Male,No,30,Yes,Doctor,4.0,Low,4.0,3,🏠 Homemakers & Seniors
466474,Male,No,31,Yes,Entertainment,5.0,Low,3.0,3,🏠 Homemakers & Seniors
466478,Female,Yes,48,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
466483,Male,No,31,Yes,Healthcare,,Low,1.0,3,🏠 Homemakers & Seniors
466486,Female,Yes,36,Yes,Doctor,8.0,Low,2.0,3,🏠 Homemakers & Seniors
466488,Male,Yes,61,Yes,Entertainment,0.0,Average,6.0,0,💎 High Value Professionals
466490,Female,Yes,83,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
466493,Male,Yes,77,No,Lawyer,1.0,High,2.0,2,🌱 Young Starters
466500,Female,Yes,46,Yes,Artist,3.0,High,3.0,0,💎 High Value Professionals
466501,Male,Yes,48,Yes,Engineer,0.0,Average,3.0,0,💎 High Value Professionals
466502,Male,No,19,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466516,Male,No,21,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466517,Female,No,40,No,Engineer,,Low,1.0,3,🏠 Homemakers & Seniors
466526,Male,No,27,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466527,Female,Yes,49,No,Marketing,0.0,Low,1.0,2,🌱 Young Starters
466530,Male,No,19,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466533,Female,No,53,Yes,Entertainment,1.0,Low,1.0,3,🏠 Homemakers & Seniors
466535,Male,No,29,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
466536,Male,No,23,No,Healthcare,3.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466538,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
466541,Male,No,38,Yes,Entertainment,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466543,Male,No,26,Yes,Doctor,11.0,Low,2.0,3,🏠 Homemakers & Seniors
466545,Female,No,19,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466550,Female,,22,No,Healthcare,1.0,Low,4.0,0,💎 High Value Professionals
466552,Male,Yes,20,No,Entertainment,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466553,Male,Yes,36,Yes,Healthcare,0.0,Low,3.0,0,💎 High Value Professionals
466556,Male,No,18,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466562,Female,No,20,No,Healthcare,7.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466564,Female,No,18,No,Marketing,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466565,Male,Yes,32,No,Artist,7.0,Average,2.0,0,💎 High Value Professionals
466576,Female,No,18,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466586,Male,No,18,No,Healthcare,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466588,Female,No,21,No,Healthcare,8.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466596,Female,Yes,75,Yes,Artist,1.0,High,2.0,0,💎 High Value Professionals
466603,Male,Yes,37,Yes,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
466606,Female,Yes,35,Yes,Engineer,1.0,Low,3.0,0,💎 High Value Professionals
466613,Male,No,20,No,Healthcare,9.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466623,Male,Yes,58,,Entertainment,2.0,Average,4.0,0,💎 High Value Professionals
466628,Male,No,33,No,Healthcare,8.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466631,Male,Yes,58,Yes,Artist,0.0,Low,3.0,0,💎 High Value Professionals
466634,Male,No,20,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
466635,Male,Yes,50,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
466644,Female,No,51,Yes,Homemaker,0.0,Low,,3,🏠 Homemakers & Seniors
466650,Female,No,27,No,Healthcare,8.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466652,Female,Yes,58,Yes,Doctor,1.0,Average,2.0,0,💎 High Value Professionals
466655,Male,Yes,62,No,Executive,1.0,Low,2.0,2,🌱 Young Starters
466656,Male,Yes,79,Yes,Marketing,0.0,High,2.0,2,🌱 Young Starters
466658,Female,No,19,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466662,Female,No,33,No,Engineer,0.0,Low,,1,👨‍👩‍👧 Family Oriented
466665,Male,Yes,36,Yes,Artist,1.0,Average,2.0,0,💎 High Value Professionals
466666,Female,Yes,29,Yes,Healthcare,1.0,Low,2.0,3,🏠 Homemakers & Seniors
466671,Female,,28,No,Healthcare,3.0,Low,3.0,0,💎 High Value Professionals
466686,Female,No,22,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
466687,Male,No,21,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466688,Male,No,22,No,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
466689,Male,No,28,Yes,Artist,9.0,Low,3.0,3,🏠 Homemakers & Seniors
466696,Female,Yes,48,Yes,Artist,3.0,Average,4.0,0,💎 High Value Professionals
466704,Male,Yes,48,Yes,Doctor,3.0,Average,2.0,0,💎 High Value Professionals
466705,Male,Yes,66,No,Lawyer,0.0,Low,3.0,2,🌱 Young Starters
466707,Female,Yes,47,Yes,Homemaker,1.0,Low,4.0,0,💎 High Value Professionals
466713,Female,Yes,68,Yes,Artist,1.0,High,4.0,0,💎 High Value Professionals
466718,Male,Yes,73,,Executive,0.0,High,2.0,2,🌱 Young Starters
466720,Female,Yes,59,No,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
466721,Male,Yes,38,Yes,Doctor,7.0,Average,2.0,0,💎 High Value Professionals
466725,Female,Yes,76,No,Lawyer,1.0,High,2.0,2,🌱 Young Starters
466731,Female,Yes,40,Yes,Engineer,3.0,Low,2.0,3,🏠 Homemakers & Seniors
466732,Female,Yes,49,Yes,Engineer,0.0,High,2.0,0,💎 High Value Professionals
466733,Female,No,33,No,Homemaker,0.0,Low,,1,👨‍👩‍👧 Family Oriented
466735,Male,No,18,No,Healthcare,1.0,Low,,1,👨‍👩‍👧 Family Oriented
466746,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,2,🌱 Young Starters
466749,Male,No,22,,Healthcare,1.0,Low,5.0,3,🏠 Homemakers & Seniors
466750,Female,No,18,,Healthcare,0.0,Low,3.0,3,🏠 Homemakers & Seniors
466751,Female,No,20,,Healthcare,1.0,Low,4.0,3,🏠 Homemakers & Seniors
466752,Male,Yes,36,Yes,Healthcare,1.0,Low,1.0,0,💎 High Value Professionals
466753,Female,Yes,67,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
466754,Female,Yes,37,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
466759,Female,No,26,No,Healthcare,2.0,Low,,1,👨‍👩‍👧 Family Oriented
466760,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,0,💎 High Value Professionals
466765,Female,Yes,67,Yes,Lawyer,1.0,Low,2.0,2,🌱 Young Starters
466769,Female,No,29,Yes,Entertainment,1.0,Low,4.0,3,🏠 Homemakers & Seniors
466775,Female,Yes,76,Yes,Lawyer,0.0,Low,2.0,2,🌱 Young Starters
466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
466777,Female,Yes,51,Yes,Homemaker,9.0,Average,2.0,3,🏠 Homemakers & Seniors
466778,Male,Yes,35,Yes,Entertainment,1.0,Low,2.0,0,💎 High Value Professionals
466788,Male,No,30,No,Doctor,3.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
466790,Male,Yes,47,Yes,Doctor,0.0,Average,2.0,0,💎 High Value Professionals
